|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0
|time:800,9698|1:2|2:17|3:15|4:2|5:0|6:0|7:0
|time:801,9949|1:2|2:25|3:16|4:2|5:0|6:0|7:0
|time:803,0237|1:2|2:25|3:19|4:2|5:0|6:0|7:0
|time:804,0426|1:2|2:21|3:13|4:2|5:0|6:0|7:0
|time:805,0611|1:2|2:25|3:13|4:2|5:0|6:0|7:0
|time:806,0901|1:2|2:22|3:14|4:2|5:0|6:0|7:0
|time:807,125|1:2|2:19|3:11|4:2|5:0|6:0|7:0
|time:808,1462|1:2|2:18|3:9|4:2|5:0|6:0|7:0
|time:809,179|1:2|2:17|3:9|4:2|5:0|6:0|7:0
|time:810,2001|1:2|2:18|3:16|4:2|5:0|6:0|7:0
|time:811,2242|1:2|2:17|3:14|4:2|5:0|6:0|7:0
|time:812,2452|1:2|2:15|3:18|4:2|5:0|6:0|7:0
|time:813,2727|1:2|2:15|3:20|4:2|5:0|6:0|7:0
|time:814,2966|1:2|2:15|3:15|4:2|5:0|6:0|7:0
|time:815,3282|1:2|2:18|3:14|4:2|5:0|6:0|7:0
|time:816,3475|1:2|2:15|3:14|4:2|5:0|6:0|7:0
|time:817,3701|1:2|2:22|3:17|4:2|5:0|6:0|7:0
|time:818,3978|1:2|2:22|3:11|4:2|5:0|6:0|7:0
|time:819,42|1:2|2:20|3:11|4:2|5:0|6:0|7:0
|time:820,4427|1:2|2:22|3:16|4:2|5:0|6:0|7:0
|time:821,469|1:2|2:20|3:17|4:2|5:0|6:0|7:0
|time:822,5028|1:2|2:19|3:14|4:2|5:0|6:0|7:0
|time:823,5305|1:2|2:21|3:21|4:2|5:0|6:0|7:0
|time:824,5654|1:2|2:22|3:20|4:2|5:0|6:0|7:0
|time:825,5945|1:2|2:21|3:22|4:2|5:0|6:0|7:0
|time:826,6269|1:2|2:18|3:23|4:2|5:0|6:0|7:0
|time:827,6479|1:2|2:17|3:21|4:2|5:0|6:0|7:0
|time:828,6799|1:2|2:18|3:23|4:2|5:0|6:0|7:0
|time:829,7055|1:2|2:17|3:23|4:2|5:0|6:0|7:0
|time:830,7265|1:2|2:21|3:19|4:2|5:0|6:0|7:0
|time:831,7549|1:2|2:16|3:21|4:2|5:0|6:0|7:0
|time:832,782|1:2|2:22|3:26|4:2|5:0|6:0|7:0
|time:833,8116|1:2|2:24|3:21|4:2|5:0|6:0|7:0
|time:834,8391|1:2|2:19|3:23|4:2|5:0|6:0|7:0
|time:835,8705|1:2|2:22|3:22|4:2|5:0|6:0|7:0
|time:836,8925|1:2|2:20|3:20|4:2|5:0|6:0|7:0
|time:837,9102|1:1|2:20|3:18|4:1|5:0|6:0|7:0
|time:838,9402|1:1|2:18|3:17|4:1|5:0|6:0|7:0
|time:839,968|1:1|2:18|3:17|4:1|5:0|6:0|7:0
|time:840,9879|1:1|2:19|3:17|4:1|5:0|6:0|7:0
|time:842,0199|1:1|2:20|3:18|4:1|5:0|6:0|7:0
|time:843,0483|1:1|2:19|3:20|4:1|5:0|6:0|7:0
|time:844,0808|1:1|2:23|3:17|4:1|5:0|6:0|7:0
|time:845,1129|1:1|2:23|3:19|4:1|5:0|6:0|7:0
|time:846,1313|1:1|2:15|3:19|4:1|5:0|6:0|7:0
|time:847,1505|1:1|2:18|3:22|4:1|5:0|6:0|7:0
|time:848,1714|1:1|2:16|3:18|4:1|5:0|6:0|7:0
|time:849,1942|1:1|2:15|3:14|4:1|5:0|6:0|7:0
|time:850,2212|1:1|2:17|3:16|4:1|5:0|6:0|7:0
|time:851,242|1:1|2:18|3:20|4:1|5:0|6:0|7:0
|time:852,2775|1:1|2:23|3:21|4:1|5:0|6:0|7:0
|time:853,3115|1:1|2:25|3:17|4:1|5:0|6:0|7:0
|time:854,3428|1:1|2:16|3:14|4:1|5:0|6:0|7:0
|time:855,3733|1:1|2:21|3:17|4:1|5:0|6:0|7:0
|time:856,396|1:1|2:21|3:19|4:1|5:0|6:0|7:0
|time:857,4217|1:1|2:18|3:26|4:1|5:0|6:0|7:0
|time:858,4473|1:1|2:14|3:27|4:1|5:0|6:0|7:0
|time:859,4702|1:1|2:15|3:25|4:1|5:0|6:0|7:0
|time:860,4916|1:1|2:20|3:25|4:1|5:0|6:0|7:0
|time:861,5133|1:1|2:20|3:14|4:1|5:0|6:0|7:0
|time:862,5318|1:1|2:20|3:12|4:1|5:0|6:0|7:0
|time:863,5693|1:1|2:14|3:16|4:1|5:0|6:0|7:0
|time:864,5936|1:1|2:13|3:16|4:1|5:0|6:0|7:0
|time:865,6151|1:1|2:14|3:16|4:1|5:0|6:0|7:0
|time:866,6417|1:1|2:18|3:18|4:1|5:0|6:0|7:0
|time:867,6631|1:1|2:20|3:19|4:1|5:0|6:0|7:0
|time:868,6848|1:1|2:13|3:12|4:1|5:0|6:0|7:0
|time:869,7108|1:1|2:12|3:11|4:1|5:0|6:0|7:0
|time:870,7287|1:1|2:14|3:12|4:1|5:0|6:0|7:0
|time:871,7568|1:1|2:12|3:10|4:1|5:0|6:0|7:0
|time:872,7815|1:1|2:10|3:11|4:1|5:0|6:0|7:0
|time:873,7998|1:1|2:9|3:16|4:1|5:0|6:0|7:0
|time:874,8365|1:1|2:12|3:19|4:1|5:0|6:0|7:0
|time:875,8646|1:1|2:12|3:22|4:1|5:0|6:0|7:0
|time:876,8885|1:1|2:14|3:21|4:1|5:0|6:0|7:0
|time:878,0959|1:50|2:15|3:19|4:17|5:15|6:0|7:18
|time:879,1469|1:50|2:13|3:19|4:17|5:15|6:0|7:18
|time:880,2004|1:50|2:12|3:18|4:17|5:15|6:0|7:18
|time:881,2483|1:44|2:13|3:19|4:14|5:14|6:0|7:16
|time:882,2827|1:44|2:13|3:17|4:14|5:14|6:0|7:16
|time:883,3796|1:44|2:17|3:17|4:14|5:14|6:0|7:16
|time:884,4204|1:42|2:12|3:13|4:13|5:13|6:0|7:16
|time:885,4571|1:37|2:11|3:17|4:11|5:11|6:0|7:15
|time:886,4999|1:35|2:12|3:22|4:10|5:10|6:0|7:15
|time:887,5515|1:34|2:12|3:18|4:10|5:9|6:0|7:15
|time:888,6008|1:34|2:15|3:20|4:10|5:9|6:0|7:15
|time:889,6428|1:34|2:12|3:11|4:10|5:9|6:0|7:15
|time:890,674|1:34|2:11|3:15|4:10|5:9|6:0|7:15
|time:891,7166|1:36|2:17|3:14|4:11|5:10|6:0|7:15
|time:892,7573|1:35|2:14|3:10|4:10|5:10|6:0|7:15
|time:893,8046|1:35|2:9|3:11|4:10|5:10|6:0|7:15
|time:894,8347|1:33|2:15|3:13|4:10|5:8|6:0|7:15
|time:895,8771|1:30|2:15|3:15|4:9|5:8|6:0|7:13
|time:896,9258|1:31|2:19|3:13|4:9|5:8|6:0|7:14
|time:897,9609|1:30|2:18|3:17|4:9|5:8|6:0|7:13
|time:898,9991|1:29|2:19|3:18|4:8|5:8|6:0|7:13
|time:900,0293|1:27|2:14|3:15|4:8|5:7|6:0|7:12
|time:901,0732|1:27|2:15|3:18|4:8|5:7|6:0|7:12
|time:902,1079|1:27|2:14|3:16|4:8|5:7|6:0|7:12
|time:903,1559|1:27|2:17|3:21|4:8|5:7|6:0|7:12
|time:904,1946|1:27|2:17|3:26|4:8|5:7|6:0|7:12
|time:905,2376|1:26|2:17|3:25|4:8|5:7|6:0|7:11
|time:906,2675|1:26|2:13|3:25|4:8|5:7|6:0|7:11
|time:907,2924|1:25|2:17|3:25|4:7|5:7|6:0|7:11
|time:908,3292|1:25|2:13|3:21|4:7|5:7|6:0|7:11
|time:909,3581|1:24|2:10|3:18|4:7|5:6|6:0|7:11
|time:910,387|1:23|2:12|3:20|4:7|5:5|6:0|7:11
|time:911,4258|1:23|2:12|3:16|4:7|5:5|6:0|7:11
|time:912,4662|1:23|2:12|3:17|4:7|5:5|6:0|7:11
|time:913,4919|1:23|2:14|3:16|4:7|5:5|6:0|7:11
|time:914,5162|1:21|2:15|3:13|4:6|5:5|6:0|7:10
|time:915,541|1:21|2:14|3:17|4:6|5:5|6:0|7:10
|time:916,5857|1:21|2:15|3:16|4:5|5:5|6:0|7:11
|time:917,624|1:21|2:18|3:18|4:5|5:5|6:0|7:11
|time:918,6551|1:21|2:13|3:16|4:5|5:5|6:0|7:11
|time:919,6892|1:19|2:15|3:20|4:5|5:5|6:0|7:9
|time:920,7192|1:19|2:17|3:20|4:5|5:5|6:0|7:9
|time:921,743|1:18|2:21|3:18|4:5|5:5|6:0|7:8
|time:922,7628|1:18|2:10|3:15|4:5|5:5|6:0|7:8
|time:923,7979|1:18|2:15|3:24|4:5|5:5|6:0|7:8
|time:924,8235|1:18|2:17|3:23|4:5|5:5|6:0|7:8
|time:925,8492|1:18|2:11|3:28|4:5|5:5|6:0|7:8
|time:926,8822|1:18|2:10|3:20|4:5|5:5|6:0|7:8
|time:927,9075|1:18|2:15|3:18|4:5|5:5|6:0|7:8
|time:928,9299|1:18|2:13|3:20|4:5|5:5|6:0|7:8
|time:929,9575|1:18|2:18|3:21|4:5|5:5|6:0|7:8
|time:930,9907|1:18|2:17|3:20|4:5|5:5|6:0|7:8
|time:932,0172|1:17|2:17|3:19|4:5|5:5|6:0|7:7
|time:933,0529|1:17|2:19|3:21|4:5|5:5|6:0|7:7
|time:934,0776|1:17|2:14|3:21|4:5|5:5|6:0|7:7
|time:935,1354|1:18|2:14|3:17|4:5|5:5|6:0|7:8
|time:936,1575|1:18|2:15|3:17|4:5|5:5|6:0|7:8
|time:937,1797|1:18|2:15|3:16|4:5|5:5|6:0|7:8
|time:938,2173|1:17|2:13|3:16|4:5|5:5|6:0|7:7
|time:939,2428|1:17|2:10|3:18|4:5|5:5|6:0|7:7
|time:940,2699|1:16|2:12|3:22|4:5|5:5|6:0|7:6
|time:941,2923|1:16|2:13|3:21|4:5|5:5|6:0|7:6
|time:942,3296|1:16|2:15|3:21|4:5|5:5|6:0|7:6
|time:943,3687|1:16|2:19|3:20|4:5|5:5|6:0|7:6
|time:944,3905|1:15|2:19|3:28|4:5|5:5|6:0|7:5
|time:945,4124|1:15|2:15|3:24|4:5|5:5|6:0|7:5
|time:946,442|1:15|2:10|3:23|4:5|5:5|6:0|7:5
|time:947,4807|1:15|2:10|3:24|4:5|5:5|6:0|7:5
|time:948,5003|1:15|2:11|3:19|4:5|5:5|6:0|7:5
|time:949,5291|1:15|2:14|3:20|4:5|5:5|6:0|7:5
|time:950,5622|1:14|2:15|3:23|4:5|5:5|6:0|7:4
|time:951,5963|1:14|2:16|3:20|4:5|5:5|6:0|7:4
|time:952,6341|1:14|2:19|3:20|4:5|5:5|6:0|7:4
|time:953,6694|1:14|2:13|3:16|4:5|5:5|6:0|7:4
|time:954,7042|1:16|2:14|3:16|4:7|5:5|6:0|7:4
|time:955,7336|1:22|2:19|3:16|4:11|5:7|6:0|7:4
|time:956,7604|1:22|2:21|3:13|4:11|5:7|6:0|7:4
|time:957,787|1:21|2:21|3:18|4:11|5:6|6:0|7:4
|time:958,8251|1:21|2:19|3:19|4:11|5:6|6:0|7:4
|time:959,8661|1:21|2:25|3:19|4:11|5:6|6:0|7:4
|time:960,8994|1:21|2:20|3:19|4:11|5:6|6:0|7:4
|time:961,9323|1:21|2:22|3:19|4:11|5:6|6:0|7:4
|time:962,959|1:22|2:19|3:19|4:11|5:6|6:0|7:5
|time:963,9963|1:22|2:20|3:13|4:11|5:6|6:0|7:5
|time:965,0222|1:21|2:19|3:14|4:10|5:6|6:0|7:5
|time:966,0614|1:20|2:19|3:14|4:10|5:6|6:0|7:4
|time:967,0884|1:20|2:14|3:14|4:10|5:6|6:0|7:4
|time:968,114|1:20|2:9|3:14|4:10|5:6|6:0|7:4
|time:969,1503|1:20|2:10|3:16|4:10|5:6|6:0|7:4
|time:970,1882|1:20|2:16|3:21|4:10|5:6|6:0|7:4
|time:971,2241|1:20|2:17|3:17|4:10|5:6|6:0|7:4
|time:972,2504|1:19|2:16|3:17|4:9|5:6|6:0|7:4
|time:973,2794|1:19|2:26|3:18|4:9|5:6|6:0|7:4
|time:974,3083|1:19|2:16|3:19|4:9|5:6|6:0|7:4
|time:975,3449|1:19|2:18|3:21|4:9|5:6|6:0|7:4
|time:976,3881|1:19|2:14|3:20|4:9|5:6|6:0|7:4
|time:977,4242|1:19|2:14|3:24|4:9|5:6|6:0|7:4
|time:978,4598|1:18|2:11|3:11|4:9|5:6|6:0|7:3
|time:979,4828|1:18|2:18|3:18|4:9|5:6|6:0|7:3
|time:980,5128|1:18|2:14|3:17|4:9|5:6|6:0|7:3
|time:981,5511|1:18|2:12|3:16|4:9|5:6|6:0|7:3
|time:982,6007|1:18|2:15|3:15|4:9|5:6|6:0|7:3
|time:983,6589|1:18|2:13|3:17|4:9|5:6|6:0|7:3
|time:984,7104|1:18|2:14|3:17|4:9|5:6|6:0|7:3
|time:985,7467|1:18|2:11|3:17|4:9|5:6|6:0|7:3
|time:986,7757|1:18|2:13|3:14|4:9|5:6|6:0|7:3
|time:987,8071|1:19|2:15|3:18|4:10|5:6|6:0|7:3
|time:988,8474|1:19|2:15|3:17|4:10|5:6|6:0|7:3
|time:989,8864|1:19|2:16|3:20|4:10|5:6|6:0|7:3
|time:990,9107|1:18|2:19|3:16|4:10|5:6|6:0|7:2
|time:991,9426|1:18|2:18|3:21|4:10|5:6|6:0|7:2
|time:992,9798|1:18|2:17|3:21|4:10|5:6|6:0|7:2
|time:994,0034|1:17|2:14|3:22|4:9|5:6|6:0|7:2
|time:995,0311|1:17|2:15|3:19|4:9|5:6|6:0|7:2
|time:996,0637|1:17|2:10|3:15|4:9|5:6|6:0|7:2
|time:997,1047|1:17|2:10|3:20|4:9|5:6|6:0|7:2
|time:998,1306|1:16|2:15|3:20|4:8|5:6|6:0|7:2
|time:999,1514|1:16|2:18|3:19|4:8|5:6|6:0|7:2
|time:1000,182|1:15|2:12|3:19|4:8|5:5|6:0|7:2
|time:1001,212|1:14|2:16|3:24|4:8|5:4|6:0|7:2
|time:1002,243|1:14|2:17|3:16|4:8|5:4|6:0|7:2
|time:1003,271|1:14|2:16|3:15|4:8|5:4|6:0|7:2
|time:1004,303|1:14|2:19|3:18|4:8|5:4|6:0|7:2
|time:1005,326|1:14|2:17|3:17|4:8|5:4|6:0|7:2
|time:1006,359|1:14|2:20|3:16|4:8|5:4|6:0|7:2
|time:1007,391|1:14|2:22|3:15|4:8|5:4|6:0|7:2
|time:1008,419|1:14|2:20|3:18|4:8|5:4|6:0|7:2
|time:1009,449|1:14|2:17|3:14|4:8|5:4|6:0|7:2
|time:1010,47|1:14|2:16|3:17|4:8|5:4|6:0|7:2
|time:1011,505|1:13|2:17|3:16|4:7|5:4|6:0|7:2
|time:1012,531|1:13|2:15|3:22|4:7|5:4|6:0|7:2
|time:1013,562|1:13|2:11|3:20|4:7|5:4|6:0|7:2
|time:1014,596|1:12|2:12|3:17|4:7|5:4|6:0|7:1
|time:1015,623|1:12|2:14|3:19|4:7|5:4|6:0|7:1
|time:1016,651|1:12|2:11|3:21|4:7|5:4|6:0|7:1
|time:1017,682|1:12|2:13|3:19|4:7|5:4|6:0|7:1
|time:1018,701|1:12|2:15|3:16|4:7|5:4|6:0|7:1
|time:1019,729|1:12|2:13|3:17|4:7|5:4|6:0|7:1
|time:1020,751|1:12|2:13|3:13|4:7|5:4|6:0|7:1
|time:1021,784|1:12|2:15|3:12|4:7|5:4|6:0|7:1
|time:1022,818|1:12|2:14|3:13|4:7|5:4|6:0|7:1
|time:1023,846|1:12|2:16|3:16|4:7|5:4|6:0|7:1
|time:1024,872|1:12|2:17|3:20|4:7|5:4|6:0|7:1
|time:1025,896|1:12|2:14|3:24|4:7|5:4|6:0|7:1
|time:1026,915|1:12|2:14|3:13|4:7|5:4|6:0|7:1
|time:1027,94|1:11|2:20|3:12|4:7|5:4|6:0|7:0
|time:1028,975|1:11|2:22|3:16|4:7|5:4|6:0|7:0
|time:1030,002|1:11|2:16|3:6|4:7|5:4|6:0|7:0
|time:1031,035|1:11|2:20|3:10|4:7|5:4|6:0|7:0
|time:1032,059|1:10|2:18|3:12|4:6|5:4|6:0|7:0
|time:1033,082|1:10|2:22|3:13|4:6|5:4|6:0|7:0
|time:1034,104|1:10|2:22|3:14|4:6|5:4|6:0|7:0
|time:1035,135|1:10|2:20|3:13|4:6|5:4|6:0|7:0
|time:1036,17|1:10|2:21|3:11|4:6|5:4|6:0|7:0
|time:1037,196|1:10|2:22|3:12|4:6|5:4|6:0|7:0
|time:1038,226|1:10|2:24|3:16|4:6|5:4|6:0|7:0
|time:1039,266|1:10|2:23|3:17|4:6|5:4|6:0|7:0
|time:1040,297|1:11|2:19|3:18|4:7|5:4|6:0|7:0
|time:1041,32|1:11|2:16|3:13|4:7|5:4|6:0|7:0
|time:1042,362|1:11|2:20|3:18|4:7|5:4|6:0|7:0
|time:1043,39|1:9|2:19|3:18|4:6|5:3|6:0|7:0
|time:1044,416|1:9|2:19|3:21|4:6|5:3|6:0|7:0
|time:1045,446|1:9|2:22|3:18|4:6|5:3|6:0|7:0
|time:1046,476|1:9|2:28|3:23|4:6|5:3|6:0|7:0
|time:1047,499|1:8|2:29|3:20|4:6|5:2|6:0|7:0
|time:1048,529|1:8|2:20|3:22|4:6|5:2|6:0|7:0
|time:1049,565|1:8|2:25|3:20|4:6|5:2|6:0|7:0
|time:1050,594|1:8|2:22|3:22|4:6|5:2|6:0|7:0
|time:1051,623|1:7|2:24|3:20|4:6|5:1|6:0|7:0
|time:1052,655|1:7|2:27|3:22|4:6|5:1|6:0|7:0
|time:1053,689|1:7|2:20|3:14|4:6|5:1|6:0|7:0
|time:1054,724|1:7|2:22|3:23|4:6|5:1|6:0|7:0
|time:1055,744|1:7|2:18|3:26|4:6|5:1|6:0|7:0
|time:1056,772|1:7|2:21|3:19|4:6|5:1|6:0|7:0
|time:1057,798|1:7|2:14|3:17|4:6|5:1|6:0|7:0
|time:1058,827|1:7|2:18|3:15|4:6|5:1|6:0|7:0
|time:1059,866|1:7|2:18|3:14|4:6|5:1|6:0|7:0
|time:1060,894|1:7|2:18|3:13|4:6|5:1|6:0|7:0
|time:1061,916|1:6|2:17|3:17|4:6|5:0|6:0|7:0
|time:1062,94|1:6|2:22|3:24|4:6|5:0|6:0|7:0
|time:1063,972|1:6|2:20|3:22|4:6|5:0|6:0|7:0
|time:1065|1:6|2:21|3:18|4:6|5:0|6:0|7:0
|time:1066,025|1:6|2:16|3:13|4:6|5:0|6:0|7:0
|time:1067,055|1:6|2:23|3:14|4:6|5:0|6:0|7:0
|time:1068,081|1:6|2:23|3:14|4:6|5:0|6:0|7:0
|time:1069,109|1:6|2:21|3:17|4:6|5:0|6:0|7:0
|time:1070,136|1:6|2:25|3:22|4:6|5:0|6:0|7:0
|time:1071,16|1:6|2:18|3:12|4:6|5:0|6:0|7:0
|time:1072,189|1:6|2:17|3:14|4:6|5:0|6:0|7:0
|time:1073,22|1:6|2:18|3:16|4:6|5:0|6:0|7:0
|time:1074,256|1:6|2:15|3:18|4:6|5:0|6:0|7:0
|time:1075,292|1:6|2:15|3:13|4:6|5:0|6:0|7:0
|time:1076,321|1:6|2:13|3:16|4:6|5:0|6:0|7:0
|time:1077,344|1:6|2:13|3:12|4:6|5:0|6:0|7:0
|time:1078,364|1:6|2:13|3:15|4:6|5:0|6:0|7:0
|time:1079,388|1:6|2:22|3:16|4:6|5:0|6:0|7:0
|time:1080,426|1:6|2:19|3:13|4:6|5:0|6:0|7:0
|time:1081,454|1:6|2:22|3:12|4:6|5:0|6:0|7:0
|time:1082,478|1:6|2:17|3:17|4:6|5:0|6:0|7:0
|time:1083,504|1:6|2:14|3:19|4:6|5:0|6:0|7:0
|time:1084,529|1:6|2:23|3:16|4:6|5:0|6:0|7:0
|time:1085,554|1:6|2:20|3:20|4:6|5:0|6:0|7:0
|time:1086,579|1:6|2:20|3:11|4:6|5:0|6:0|7:0
|time:1087,615|1:6|2:17|3:15|4:6|5:0|6:0|7:0
|time:1088,646|1:6|2:14|3:14|4:6|5:0|6:0|7:0
|time:1089,676|1:6|2:13|3:15|4:6|5:0|6:0|7:0
|time:1090,696|1:6|2:18|3:20|4:6|5:0|6:0|7:0
|time:1091,722|1:6|2:12|3:21|4:6|5:0|6:0|7:0
|time:1092,745|1:6|2:16|3:19|4:6|5:0|6:0|7:0
|time:1093,781|1:6|2:13|3:19|4:6|5:0|6:0|7:0
|time:1094,812|1:6|2:24|3:18|4:6|5:0|6:0|7:0
|time:1095,844|1:6|2:20|3:17|4:6|5:0|6:0|7:0
|time:1096,876|1:6|2:17|3:16|4:6|5:0|6:0|7:0
|time:1097,904|1:6|2:18|3:19|4:6|5:0|6:0|7:0
|time:1098,943|1:6|2:24|3:15|4:6|5:0|6:0|7:0
|time:1099,967|1:6|2:18|3:15|4:6|5:0|6:0|7:0
|time:1100,995|1:6|2:17|3:16|4:6|5:0|6:0|7:0
|time:1102,034|1:6|2:16|3:19|4:6|5:0|6:0|7:0
|time:1103,058|1:6|2:18|3:20|4:6|5:0|6:0|7:0
|time:1104,077|1:6|2:16|3:26|4:6|5:0|6:0|7:0
|time:1105,096|1:6|2:20|3:29|4:6|5:0|6:0|7:0
|time:1106,128|1:6|2:17|3:28|4:6|5:0|6:0|7:0
|time:1107,156|1:6|2:15|3:28|4:6|5:0|6:0|7:0
|time:1108,181|1:6|2:12|3:27|4:6|5:0|6:0|7:0
|time:1109,203|1:6|2:16|3:26|4:6|5:0|6:0|7:0
|time:1110,24|1:6|2:15|3:25|4:6|5:0|6:0|7:0
|time:1111,274|1:6|2:14|3:23|4:6|5:0|6:0|7:0
|time:1112,294|1:6|2:17|3:25|4:6|5:0|6:0|7:0
|time:1113,32|1:6|2:18|3:30|4:6|5:0|6:0|7:0
|time:1114,35|1:6|2:18|3:25|4:6|5:0|6:0|7:0
|time:1115,382|1:6|2:19|3:32|4:6|5:0|6:0|7:0
|time:1116,403|1:6|2:14|3:24|4:6|5:0|6:0|7:0
|time:1117,427|1:6|2:15|3:19|4:6|5:0|6:0|7:0
|time:1118,45|1:6|2:15|3:18|4:6|5:0|6:0|7:0
|time:1119,489|1:6|2:16|3:22|4:6|5:0|6:0|7:0
|time:1120,515|1:6|2:15|3:26|4:6|5:0|6:0|7:0
|time:1121,539|1:6|2:16|3:24|4:6|5:0|6:0|7:0
|time:1122,566|1:6|2:10|3:30|4:6|5:0|6:0|7:0
|time:1123,587|1:6|2:14|3:27|4:6|5:0|6:0|7:0
|time:1124,621|1:6|2:12|3:25|4:6|5:0|6:0|7:0
|time:1125,648|1:6|2:13|3:23|4:6|5:0|6:0|7:0
|time:1126,667|1:6|2:14|3:15|4:6|5:0|6:0|7:0
|time:1127,686|1:6|2:17|3:21|4:6|5:0|6:0|7:0
|time:1128,715|1:6|2:26|3:13|4:6|5:0|6:0|7:0
|time:1129,752|1:6|2:22|3:18|4:6|5:0|6:0|7:0
|time:1130,782|1:6|2:19|3:19|4:6|5:0|6:0|7:0
|time:1131,81|1:6|2:24|3:22|4:6|5:0|6:0|7:0
|time:1132,837|1:5|2:18|3:15|4:5|5:0|6:0|7:0
|time:1133,856|1:5|2:19|3:19|4:5|5:0|6:0|7:0
|time:1134,884|1:5|2:21|3:20|4:5|5:0|6:0|7:0
|time:1135,903|1:5|2:20|3:24|4:5|5:0|6:0|7:0
|time:1136,935|1:5|2:22|3:21|4:5|5:0|6:0|7:0
|time:1137,956|1:5|2:22|3:17|4:5|5:0|6:0|7:0
|time:1138,976|1:5|2:16|3:22|4:5|5:0|6:0|7:0
|time:1140,01|1:5|2:22|3:22|4:5|5:0|6:0|7:0
|time:1141,029|1:5|2:21|3:15|4:5|5:0|6:0|7:0
|time:1142,056|1:5|2:22|3:22|4:5|5:0|6:0|7:0
|time:1143,072|1:4|2:18|3:17|4:4|5:0|6:0|7:0
|time:1144,103|1:4|2:15|3:20|4:4|5:0|6:0|7:0
|time:1145,129|1:4|2:14|3:19|4:4|5:0|6:0|7:0
|time:1146,156|1:4|2:17|3:23|4:4|5:0|6:0|7:0
|time:1147,179|1:3|2:13|3:13|4:3|5:0|6:0|7:0
|time:1148,214|1:3|2:14|3:12|4:3|5:0|6:0|7:0
|time:1149,233|1:3|2:17|3:21|4:3|5:0|6:0|7:0
|time:1150,253|1:3|2:18|3:20|4:3|5:0|6:0|7:0
|time:1151,291|1:3|2:14|3:24|4:3|5:0|6:0|7:0
|time:1152,324|1:3|2:13|3:22|4:3|5:0|6:0|7:0
|time:1153,344|1:3|2:13|3:23|4:3|5:0|6:0|7:0
|time:1154,363|1:3|2:10|3:19|4:3|5:0|6:0|7:0
|time:1155,387|1:3|2:14|3:21|4:3|5:0|6:0|7:0
|time:1156,413|1:3|2:14|3:23|4:3|5:0|6:0|7:0
|time:1157,437|1:3|2:16|3:23|4:3|5:0|6:0|7:0
|time:1158,47|1:3|2:14|3:18|4:3|5:0|6:0|7:0
|time:1159,499|1:3|2:19|3:14|4:3|5:0|6:0|7:0
|time:1160,533|1:3|2:25|3:16|4:3|5:0|6:0|7:0
|time:1161,563|1:3|2:22|3:19|4:3|5:0|6:0|7:0
|time:1162,581|1:3|2:20|3:15|4:3|5:0|6:0|7:0
|time:1163,599|1:3|2:24|3:16|4:3|5:0|6:0|7:0
|time:1164,627|1:3|2:18|3:14|4:3|5:0|6:0|7:0
|time:1165,658|1:3|2:21|3:12|4:3|5:0|6:0|7:0
|time:1166,681|1:1|2:23|3:19|4:1|5:0|6:0|7:0
|time:1167,703|1:1|2:24|3:16|4:1|5:0|6:0|7:0
|time:1168,724|1:1|2:22|3:18|4:1|5:0|6:0|7:0
|time:1169,749|1:1|2:20|3:21|4:1|5:0|6:0|7:0
|time:1170,779|1:1|2:20|3:27|4:1|5:0|6:0|7:0
|time:1171,798|1:1|2:17|3:26|4:1|5:0|6:0|7:0
|time:1172,829|1:1|2:18|3:23|4:1|5:0|6:0|7:0
|time:1173,852|1:1|2:22|3:13|4:1|5:0|6:0|7:0
|time:1174,878|1:1|2:13|3:13|4:1|5:0|6:0|7:0
|time:1175,908|1:1|2:25|3:13|4:1|5:0|6:0|7:0
|time:1176,939|1:1|2:18|3:12|4:1|5:0|6:0|7:0
|time:1177,959|1:1|2:18|3:15|4:1|5:0|6:0|7:0
|time:1178,984|1:1|2:21|3:15|4:1|5:0|6:0|7:0
|time:1180,019|1:1|2:19|3:18|4:1|5:0|6:0|7:0
|time:1181,05|1:1|2:17|3:21|4:1|5:0|6:0|7:0
|time:1182,072|1:1|2:14|3:24|4:1|5:0|6:0|7:0
|time:1183,102|1:1|2:14|3:18|4:1|5:0|6:0|7:0
|time:1184,125|1:1|2:12|3:18|4:1|5:0|6:0|7:0
|time:1185,145|1:1|2:11|3:22|4:1|5:0|6:0|7:0
|time:1186,164|1:1|2:17|3:17|4:1|5:0|6:0|7:0
|time:1187,208|1:1|2:18|3:20|4:1|5:0|6:0|7:0
|time:1188,231|1:1|2:19|3:19|4:1|5:0|6:0|7:0
|time:1189,259|1:1|2:21|3:18|4:1|5:0|6:0|7:0
|time:1190,292|1:1|2:19|3:18|4:1|5:0|6:0|7:0
|time:1191,317|1:1|2:18|3:10|4:1|5:0|6:0|7:0
|time:1192,348|1:1|2:25|3:15|4:1|5:0|6:0|7:0
|time:1193,373|1:1|2:13|3:14|4:1|5:0|6:0|7:0
|time:1194,393|1:1|2:15|3:16|4:1|5:0|6:0|7:0
|time:1195,776|1:50|2:17|3:17|4:16|5:18|6:0|7:16
|time:1196,83|1:50|2:19|3:19|4:16|5:18|6:0|7:16
|time:1197,916|1:50|2:22|3:16|4:16|5:18|6:0|7:16
|time:1198,978|1:49|2:17|3:16|4:15|5:18|6:0|7:16
|time:1200,015|1:48|2:13|3:19|4:14|5:18|6:0|7:16
